Rank,Company,Country/Territory,Sales,Profits,Assets,Market Value,Industry,Founded,Chief Executive Officer,Employees
1225,Genworth Financial,United States,8600000000.0,119000000.0,100900000000.0,1900000000.0,Diversified Insurance,1871,,3500.0
1226,Bank of Baroda,India,8400000000.0,-293000000.0,112800000000.0,6200000000.0,Regional Banks,1908,P. S. Jayakumar,55662.0
1227,Jiangxi Copper,China,32400000000.0,372000000.0,15000000000.0,7200000000.0,Diversified Metals & Mining,1997,,19711.0
1228,Bank of Changsha,China,3300000000.0,677000000.0,76700000000.0,5700000000.0,Major Banks,1997,,6559.0
1229,China Mengniu Dairy,Hong Kong,10400000000.0,461000000.0,9700000000.0,14200000000.0,Food Processing,2004,,41141.0
1230,Grupo Elektra,Mexico,5400000000.0,766000000.0,14100000000.0,12700000000.0,Computer & Electronics Retail,1959,Mario Gordillo Rincón,82668.0
1231,HCP,United States,1800000000.0,1100000000.0,12700000000.0,14300000000.0,Real Estate,1985,Thomas M. Herzog,201.0
1232,Equity Residential,United States,2600000000.0,400000000.0,20400000000.0,27800000000.0,Real Estate,1993,Mark J. Parrell,2700.0
1233,Shionogi,Japan,3100000000.0,1100000000.0,6600000000.0,17400000000.0,Pharmaceuticals,1919,,5120.0
1234,Foshan Haitian Flavouring and Food,China,2500000000.0,660000000.0,2900000000.0,34800000000.0,Food Processing,1995,,5122.0
1235,Quest Diagnostics,United States,7500000000.0,733000000.0,11000000000.0,11500000000.0,Healthcare Services,1969,,46000.0
1236,Ayala,Philippines,5200000000.0,593000000.0,21000000000.0,11000000000.0,Conglomerates,1968,,
1237,China International Capital,China,2800000000.0,519000000.0,40100000000.0,9400000000.0,Investment Services,1995,,7576.0
1238,Magnitogorsk Iron & Steel,Russia,8199999999.999999,1300000000.0,7200000000.0,7700000000.0,Iron & Steel,1932,,
1239,Ashtead Group,United Kingdom,5700000000.0,984000000.0,10800000000.0,13300000000.0,Business & Personal Services,1984,,14220.0
1240,Bank Of Chengdu,China,2800000000.0,688000000.0,70300000000.0,5100000000.0,Regional Banks,1996,,5566.0
1241,Brown-Forman,United States,3300000000.0,786000000.0,5200000000.0,25200000000.0,Beverages,1870,,4800.0
1242,Hunan Valin Steel,China,13700000000.0,1000000000.0,11000000000.0,3700000000.0,Iron & Steel,1997,,22801.0
1243,Delta Electronics,Taiwan,7900000000.0,603000000.0,8500000000.0,13600000000.0,Electronics,1975,,
1244,East West Bancorp,United States,1800000000.0,704000000.0,41100000000.0,7200000000.0,Regional Banks,1998,Dominic Ng,3200.0
1245,New Residential Investment,United States,2400000000.0,964000000.0,31700000000.0,6900000000.0,Investment Services,2011,Michael Nierenberg,3.0
1246,Fastenal,United States,5100000000.0,772000000.0,3700000000.0,20400000000.0,Home Improvement Retail,1967,Daniel Lars Florness,21644.0
1247,Power Finance,India,4200000000.0,907000000.0,44200000000.0,4500000000.0,Business & Personal Services,1986,,498.0
1248,Henry Schein,United States,13200000000.0,536000000.0,8500000000.0,9200000000.0,Medical Equipment & Supplies,1932,,18000.0
1249,FleetCor Technologies,United States,2400000000.0,811000000.0,11200000000.0,21600000000.0,Business & Personal Services,2000,Ronald F. Clarke,7580.0
1250,Hexagon,Sweden,4400000000.0,862000000.0,11100000000.0,20300000000.0,Other Industrial Equipment,1975,,20048.0
1251,Dai Nippon Printing,Japan,12700000000.0,508000000.0,15800000000.0,7100000000.0,Printing & Publishing,1876,Yoshitoshi Kitajima,38627.0
1252,Metro Group,Germany,32299999999.999996,370000000.0,17900000000.0,6100000000.0,Food Retail,2008,,146301.0
1253,Goodman Group,Australia,1400000000.0,1100000000.0,10000000000.0,16500000000.0,Real Estate,2011,,1101.0
1254,Torchmark,United States,4400000000.0,713000000.0,23100000000.0,9800000000.0,Life & Health Insurance,1900,Gary L. Coleman,3102.0
1255,Ctrip.com International,China,4700000000.0,201000000.0,27100000000.0,24600000000.0,Business & Personal Services,1999,,45100.0
1256,China Life Insurance (Taiwan),Taiwan,10000000000.0,338000000.0,55700000000.0,3300000000.0,Life & Health Insurance,1963,,13426.0
1257,McCormick,United States,5400000000.0,659000000.0,10200000000.0,20400000000.0,Food Processing,1889,,11600.0
1258,Storebrand,Norway,6400000000.0,453000000.0,66700000000.0,4000000000.0,Diversified Insurance,1982,,1789.0
1259,HNA Technology,China,49600000000.0,113000000.0,17600000000.0,1700000000.0,Other Transportation,,,32132.0
1260,Apache,United States,7300000000.0,40000000.0,21600000000.0,13500000000.0,Oil & Gas Operations,1954,,3420.0
1261,Brenntag,Germany,14800000000.0,544000000.0,8900000000.0,8400000000.0,Specialized Chemicals,2006,,16616.0
1262,RSA Insurance Group,United Kingdom,9400000000.0,447000000.0,23000000000.0,7300000000.0,Property & Casualty Insurance,1989,,12244.0
1263,NVR,United States,7000000000.0,797000000.0,3200000000.0,11200000000.0,Construction Services,,Paul C. Saville,5600.0
1264,Skyworks Solutions,United States,3800000000.0,1100000000.0,4700000000.0,15600000000.0,Semiconductors,1962,Liam K. Griffin,9400.0
1265,China International Travel Service,China,6300000000.0,509000000.0,3800000000.0,22800000000.0,Business & Personal Services,1954,,18051.0
1266,Johnson Matthey,United Kingdom,19800000000.0,448000000.0,6600000000.0,8700000000.0,Diversified Chemicals,1817,,14130.0
1267,Hua Nan Financial,Taiwan,2300000000.0,485000000.0,87300000000.0,7200000000.0,Consumer Financial Services,2001,,10368.0
1268,Huntington Ingalls Industries,United States,8199999999.999999,836000000.0,6800000000.0,9200000000.0,Aerospace & Defense,2010,Mike Petters,40000.0
1269,Unicharm,Japan,6200000000.0,556000000.0,7300000000.0,19400000000.0,Household/Personal Care,1961,Takahisa Takahara,16207.0
1270,China Molybdenum,China,3800000000.0,712000000.0,14700000000.0,14400000000.0,Iron & Steel,2006,,10900.0
1271,Yango Group,China,7900000000.0,456000000.0,38400000000.0,4500000000.0,,,,9201.0
1272,Wolters Kluwer,Netherlands,5000000000.0,775000000.0,9800000000.0,19100000000.0,Printing & Publishing,1836,,18134.0
1273,Hyundai Marine & Fire,South Korea,12000000000.0,336000000.0,38700000000.0,2700000000.0,Property & Casualty Insurance,1955,,
1274,Umicore,Belgium,16200000000.0,374000000.0,7000000000.0,11800000000.0,Diversified Metals & Mining,1904,,10420.0
1275,Waste Connections,Canada,4900000000.0,547000000.0,12600000000.0,23300000000.0,Environmental & Waste,,,15283.0
1276,Sino-Ocean Group Holding,China,6600000000.0,547000000.0,36300000000.0,3600000000.0,Real Estate,1993,,13131.0
1277,AGNC Investment,United States,1900000000.0,129000000.0,109200000000.0,9700000000.0,Investment Services,2008,Gary D. Kain,56.0
1278,Signature Bank,United States,1800000000.0,615000000.0,48500000000.0,7000000000.0,Regional Banks,2000,Joseph J. DePaolo,1393.0
1279,Cerner,United States,5400000000.0,630000000.0,6700000000.0,20300000000.0,Healthcare Services,1979,Brent Shafer,29200.0
1280,Huadian Power International,China,13200000000.0,259000000.0,32799999999.999996,6300000000.0,Electric Utilities,1994,,27386.0
1281,Power Assets Holdings,Hong Kong,198000000.0,974000000.0,11700000000.0,14800000000.0,Electric Utilities,1889,,11.0
1282,Ahli United Bank,Bahrain,1900000000.0,662000000.0,35500000000.0,7400000000.0,Regional Banks,2000,,
1283,Qantas Airways,Australia,12800000000.0,650000000.0,13100000000.0,6500000000.0,Airline,1920,,30248.0
1284,Ametek,United States,4800000000.0,778000000.0,8700000000.0,19700000000.0,Electrical Equipment,1930,David A. Zapico,18200.0
1285,Cathay Pacific Airways,Hong Kong,14200000000.0,299000000.0,24300000000.0,7000000000.0,Airline,1946,Rupert Bruce Hogg,26623.0
1286,LKQ,United States,11900000000.0,485000000.0,11400000000.0,9700000000.0,Auto & Truck Parts,1998,Dominick Paul Zarcone,51000.0
1287,LARGAN Precision,Taiwan,1700000000.0,808000000.0,4300000000.0,20100000000.0,Electrical Equipment,1987,,
1288,X5 Retail Group,Netherlands,24400000000.0,456000000.0,8900000000.0,7500000000.0,Food Retail,1975,,278399.0
1289,Canara Bank,India,7600000000.0,-613000000.0,96800000000.0,3000000000.0,Regional Banks,1906,T.N. Manoharan,58855.0
1290,Digital Realty Trust,United States,3000000000.0,331000000.0,23800000000.0,25100000000.0,Real Estate,2004,Arthur William Stein,1530.0
1291,Crown Holdings,United States,11700000000.0,452000000.0,15400000000.0,7600000000.0,Containers & Packaging,1892,Timothy Joseph Donahue,33000.0
1292,Doosan,South Korea,16500000000.0,-66000000.0,25900000000.0,1700000000.0,Construction Services,1952,Hyeon-Su Dong,3884.0
1293,Valeant Pharmaceuticals,Canada,8400000000.0,-4300000000.0,32500000000.0,8100000000.0,Pharmaceuticals,1994,,21100.0
1294,Transurban Group,Australia,2800000000.0,206000000.0,23400000000.0,25200000000.0,Other Transportation,1996,,1200.0
1295,Mitsui Chemicals,Japan,13400000000.0,621000000.0,13500000000.0,4900000000.0,Specialized Chemicals,1955,,17277.0
1296,Maanshan Iron & Steel,China,12300000000.0,907000000.0,11200000000.0,4000000000.0,Iron & Steel,1993,,28454.0
1297,Jacobs Engineering,United States,15300000000.0,299000000.0,12900000000.0,10700000000.0,Construction Services,1947,Steven J. Demetriou,80800.0
1298,Partners Group Holding,Switzerland,1500000000.0,786000000.0,3000000000.0,19900000000.0,Investment Services,1996,,1110.0
1299,AVIC Capita,China,2300000000.0,478000000.0,43700000000.0,8700000000.0,Investment Services,1992,,4617.0
1300,Focus Media Information Technology,China,2100000000.0,1100000000.0,2700000000.0,14700000000.0,Advertising,2003,,12736.0
1301,Koito Manufacturing,Japan,7400000000.0,787000000.0,6500000000.0,9800000000.0,Auto & Truck Parts,1936,Takashi Ohtake,
1302,Check Point Software,Israel,1900000000.0,821000000.0,5800000000.0,18700000000.0,Software & Programming,1993,,5070.0
1303,Quinenco,Chile,8500000000.0,307000000.0,60100000000.0,4500000000.0,Conglomerates,1957,,20944.0
1304,Leidos,United States,10200000000.0,581000000.0,9000000000.0,9400000000.0,Aerospace & Defense,1969,Roger A. Krone,32000.0
1305,Dover,United States,7100000000.0,545000000.0,8400000000.0,14200000000.0,Conglomerates,1955,Richard Joseph Tobin,24000.0
1306,Grupo Bimbo,Mexico,15000000000.0,301000000.0,13400000000.0,10100000000.0,Food Processing,1945,,138000.0
1307,Sino Biopharmaceutical,Hong Kong,3200000000.0,1300000000.0,7300000000.0,12500000000.0,Biotechs,1997,,18649.0
1308,Everest Re Group,Bermuda,7400000000.0,103000000.0,24800000000.0,10500000000.0,Diversified Insurance,1999,,1415.0
1309,Jinke Property Group,China,6000000000.0,587000000.0,33600000000.0,6300000000.0,,1987,,23941.0
1310,Bombardier,Canada,16200000000.0,232000000.0,25000000000.0,5000000000.0,Aerospace & Defense,1902,,64010.0
1311,L Brands,United States,13200000000.0,644000000.0,8100000000.0,7100000000.0,Apparel/Footwear Retail,1963,,88900.0
1312,Wuestenrot & Wuerttembergische,Germany,7500000000.0,253000000.0,82000000000.0,2000000000.0,Investment Services,1999,,8129.0
1313,DaVita,United States,11400000000.0,159000000.0,19300000000.0,8700000000.0,Healthcare Services,1994,Kent J. Thiry,77700.0
1314,Ventas,United States,3700000000.0,363000000.0,22600000000.0,21100000000.0,Real Estate,1983,Debra A. Cafaro,500.0
1315,Coca-Cola HBC,Switzerland,7900000000.0,528000000.0,7800000000.0,12900000000.0,Beverages,1969,,29427.0
1316,Tenet Healthcare,United States,18300000000.0,111000000.0,22400000000.0,2400000000.0,Healthcare Services,1967,Ronald A. Rittenmeyer,115500.0
1317,Metro,Canada,12200000000.0,484000000.0,8000000000.0,9400000000.0,Food Retail,1947,,90000.0
1318,Bluescope Steel,Australia,9300000000.0,1300000000.0,7900000000.0,5200000000.0,Iron & Steel,1921,,
1319,Hyundai Heavy Industries,South Korea,11900000000.0,-474000000.0,22200000000.0,7500000000.0,Heavy Equipment,1973,,
1320,Techtronic Industries,Hong Kong,7000000000.0,552000000.0,6300000000.0,13600000000.0,Household/Personal Care,1985,,23279.0
1321,Fukuoka Financial Group,Japan,2100000000.0,451000000.0,191200000000.0,4400000000.0,Regional Banks,2007,,6811.0
1322,Tractor Supply,United States,7900000000.0,532000000.0,3200000000.0,12500000000.0,Specialty Stores,1938,,30500.0
1323,National Oilwell Varco,United States,8500000000.0,-31000000.0,19800000000.0,10400000000.0,Oil Services & Equipment,2005,,35063.0
1324,Shanxi Taigang Stainless,China,11000000000.0,998000000.0,10300000000.0,4300000000.0,Iron & Steel,1934,,19901.0
1325,Shinsei Bank,Japan,2600000000.0,520000000.0,86900000000.0,3400000000.0,Regional Banks,1952,Hideyuki Kudo,5307.0
1326,Lotte Shopping,South Korea,16200000000.0,-660000000.0,23500000000.0,4500000000.0,Department Stores,1970,,
1327,Alrosa,Russia,4700000000.0,1400000000.0,5900000000.0,11000000000.0,Diversified Metals & Mining,1992,,
1328,Fidelity National Financial,United States,7600000000.0,628000000.0,9400000000.0,10700000000.0,Property & Casualty Insurance,1847,Randy Quirk,23436.0
1329,RTL Group,Luxembourg,7700000000.0,788000000.0,9500000000.0,9000000000.0,Broadcasting & Cable,2000,,11011.0
1330,Manpower,United States,22000000000.0,557000000.0,8500000000.0,5800000000.0,Business & Personal Services,1948,Jonas Prising,30000.0
1331,Navient,United States,5700000000.0,395000000.0,104200000000.0,3000000000.0,Regional Banks,2013,Jack Remondi,6500.0
1332,Banco BPM,Italy,6100000000.0,-70000000.0,183400000000.0,3600000000.0,Regional Banks,2017,,23227.0
1333,Chow Tai Fook Jewellery,Hong Kong,8199999999.999999,543000000.0,7400000000.0,11200000000.0,Apparel/Accessories,1929,,29200.0
1334,Bank of India,India,6800000000.0,-925000000.0,94300000000.0,3800000000.0,Major Banks,1906,Dinabandhu Mohapatra,48680.0
1335,Liberty Expedia Holdings,United States,11400000000.0,-128000000.0,32400000000.0,2600000000.0,Business & Personal Services,2016,Christopher W. Shean,24500.0
1336,Shenzhou International Group Holdings,Hong Kong,3200000000.0,686000000.0,4000000000.0,20000000000.0,Apparel/Accessories,2005,,82700.0
1337,Bunzl,United Kingdom,12100000000.0,435000000.0,7100000000.0,10300000000.0,Business & Personal Services,1854,,19006.0
1338,US Foods,United States,24200000000.0,407000000.0,9200000000.0,7800000000.0,Food Retail,1989,Pietro Satriano,25000.0
1339,Chugoku Electric Power,Japan,12400000000.0,105000000.0,29100000000.0,4099999999.9999995,Electric Utilities,1951,,
1340,Contemporary Amperex Technology,China,4099999999.9999995,564000000.0,9300000000.0,27400000000.0,,2011,,14711.0
1341,Emera,Canada,4900000000.0,576000000.0,23700000000.0,8900000000.0,Electric Utilities,1998,Scott Carlyle Balfour,7400.0
1342,KION Group,Germany,9400000000.0,472000000.0,14800000000.0,8100000000.0,Heavy Equipment,2013,,33128.0
1343,Daishi Hokuetsu Financial Group,Japan,891000000.0,512000000.0,80700000000.0,1400000000.0,Regional Banks,,,2625.0
1344,RHB Bank,Malaysia,2800000000.0,571000000.0,58800000000.0,5600000000.0,Regional Banks,1997,,14425.0
1345,Nordstrom,United States,15900000000.0,564000000.0,7900000000.0,6800000000.0,Apparel/Footwear Retail,1901,,74000.0
1346,Yamato Holdings,Japan,14700000000.0,398000000.0,11100000000.0,9500000000.0,Trucking,1919,,
1347,Chesapeake Energy,United States,10300000000.0,866000000.0,11800000000.0,4800000000.0,Oil & Gas Operations,1989,,2400.0
1348,NARI Technology Development,China,5200000000.0,718000000.0,7200000000.0,14800000000.0,Electrical Equipment,,,5865.0
1349,Santos,Australia,3800000000.0,643000000.0,17300000000.0,10700000000.0,Oil & Gas Operations,1954,,2190.0
1350,Eisai,Japan,5700000000.0,577000000.0,9400000000.0,16300000000.0,Pharmaceuticals,1941,,10456.0
1351,Electric Power Development,Japan,8000000000.0,494000000.0,25500000000.0,4200000000.0,Electric Utilities,1952,,
1352,Targa Resources,United States,10600000000.0,2000000.0,17600000000.0,9100000000.0,Oil & Gas Operations,2005,Bob Perkins,2460.0
1353,Keppel,Singapore,4400000000.0,699000000.0,19500000000.0,9000000000.0,Conglomerates,1968,,18186.0
1354,Advance Auto Parts,United States,9600000000.0,424000000.0,9000000000.0,12600000000.0,Specialty Stores,1929,,71000.0
1355,Bank of Chongqing,China,3500000000.0,531000000.0,65599999999.99999,2100000000.0,Regional Banks,1996,,4066.0
1356,Popular,United States,2700000000.0,618000000.0,47600000000.0,5500000000.0,Regional Banks,1893,,8474.0
1357,Zhongsheng Group Holdings,China,16300000000.0,551000000.0,8300000000.000001,6700000000.0,Specialty Stores,2008,,26969.0
1358,IHS Markit,United Kingdom,4099999999.9999995,411000000.0,16399999999.999998,22000000000.0,Business & Personal Services,1959,Lance Darrell Uggla,14900.0
1359,Campbell Soup,United States,9800000000.0,-164000000.0,14000000000.0,11900000000.0,Food Processing,1869,Mark A. Clouse,23000.0
1360,Microchip Technology,United States,5000000000.0,328000000.0,18200000000.0,23400000000.0,Semiconductors,1989,Steve Sanghi,14234.0
1361,Coloplast,Denmark,2700000000.0,617000000.0,1900000000.0,21900000000.0,Medical Equipment & Supplies,1957,,11738.0
1362,STRABAG,Austria,17600000000.0,456000000.0,13300000000.0,3500000000.0,Construction Services,1895,,72904.0
1363,Chiba Bank,Japan,1900000000.0,442000000.0,135000000000.0,4500000000.0,Regional Banks,1943,Hidetoshi Sakuma,4520.0
1364,Colruyt,Belgium,10900000000.0,476000000.0,4800000000.0,9600000000.0,Food Retail,1950,,27795.0
1365,Brambles,Australia,5700000000.0,635000000.0,8000000000.0,13500000000.0,Business & Personal Services,1875,,13882.0
1366,Hydro One,Canada,4800000000.0,614000000.0,19400000000.0,9600000000.0,Electric Utilities,2015,,7899.0
1367,Verisk Analytics,United States,2400000000.0,599000000.0,5900000000.0,22600000000.0,Business & Personal Services,1971,,8184.0
1368,Oji Holdings,Japan,14100000000.0,410000000.0,18100000000.0,5900000000.0,Paper & Paper Products,1949,,36144.0
1369,Greentown China Holdings,China,9000000000.0,80000000.0,40700000000.0,2100000000.0,Real Estate,1995,,5446.0
1370,Magnit,Russia,19700000000.0,539000000.0,8800000000.0,5700000000.0,Food Retail,1994,,
1371,Osaka Gas,Japan,12000000000.0,102000000.0,18500000000.0,7600000000.0,Natural Gas Utilities,1897,,
